Episode,Total Reward,Goal Reached
386,82.0,True
387,82.0,True
388,82.0,True
389,82.0,True
390,82.0,True
391,-113.0,False
392,-113.0,False
393,-113.0,False
394,82.0,True
395,-113.0,False
396,82.0,True
397,-113.0,False
398,-28.0,False
399,82.0,True
400,83.0,True
401,82.0,True
402,-28.0,False
403,-113.0,False
404,82.0,True
405,-28.0,False
406,82.0,True
407,82.0,True
408,82.0,True
409,83.0,True
410,-113.0,False
411,-113.0,False
412,-28.0,False
413,82.0,True
414,82.0,True
415,-29.0,False
416,-28.0,False
417,-113.0,False
418,-113.0,False
419,-113.0,False
420,-28.0,False
421,-28.0,False
422,82.0,True
423,83.0,True
424,82.0,True
425,83.0,True
426,-113.0,False
427,83.0,True
428,-113.0,False
429,83.0,True
430,-28.0,False
431,-113.0,False
432,-28.0,False
433,-28.0,False
434,82.0,True
435,-28.0,False
436,-28.0,False
437,82.0,True
438,-28.0,False
439,82.0,True
440,-113.0,False
441,-28.0,False
442,-29.0,False
443,82.0,True
444,82.0,True
445,-28.0,False
446,82.0,True
447,-28.0,False
448,82.0,True
449,-28.0,False
450,82.0,True
451,-28.0,False
452,82.0,True
453,82.0,True
454,-28.0,False
455,-113.0,False
456,81.0,True
457,83.0,True
458,-113.0,False
459,82.0,True
460,83.0,True
461,-113.0,False
462,82.0,True
463,83.0,True
464,82.0,True
465,-113.0,False
466,-113.0,False
467,82.0,True
468,83.0,True
469,-113.0,False
470,-113.0,False
471,83.0,True
472,-113.0,False
473,-113.0,False
474,83.0,True
475,82.0,True
476,82.0,True
477,82.0,True
478,-28.0,False
479,82.0,True
480,82.0,True
481,-28.0,False
482,-28.0,False
483,-28.0,False
484,-28.0,False
485,-28.0,False
486,82.0,True
487,-113.0,False
488,-28.0,False
489,-28.0,False
490,-28.0,False
491,-28.0,False
492,-113.0,False
493,82.0,True
494,-28.0,False
495,82.0,True
496,-28.0,False
497,81.0,True
498,-113.0,False
499,-28.0,False
500,82.0,True
501,82.0,True
502,82.0,True
503,-113.0,False
504,-28.0,False
505,-28.0,False
506,-28.0,False
507,-113.0,False
508,-28.0,False
509,-113.0,False
510,82.0,True
511,81.0,True
512,82.0,True
513,-28.0,False
514,-113.0,False
515,82.0,True
516,-28.0,False
517,-113.0,False
518,82.0,True
519,-28.0,False
520,-113.0,False
521,-113.0,False
522,-113.0,False
523,-28.0,False
524,-28.0,False
525,82.0,True
526,82.0,True
527,82.0,True
528,-113.0,False
529,-113.0,False
530,82.0,True
531,82.0,True
532,-113.0,False
533,82.0,True
534,-113.0,False
535,83.0,True
536,82.0,True
537,82.0,True
538,82.0,True
539,82.0,True
540,-113.0,False
541,-113.0,False
542,82.0,True
543,-28.0,False
544,81.0,True
545,-28.0,False
546,-28.0,False
547,82.0,True
548,-28.0,False
549,82.0,True
550,81.0,True
551,-29.0,False
552,-113.0,False
553,82.0,True
554,82.0,True
555,-28.0,False
556,82.0,True
557,82.0,True
558,81.0,True
559,-113.0,False
560,82.0,True
561,-113.0,False
562,83.0,True
563,-114.0,False
564,82.0,True
565,82.0,True
566,82.0,True
567,82.0,True
568,-113.0,False
569,-113.0,False
570,82.0,True
571,-28.0,False
572,-29.0,False
573,-113.0,False
574,82.0,True
575,82.0,True
576,82.0,True
577,82.0,True
578,82.0,True
579,-28.0,False
580,-113.0,False
581,-28.0,False
582,82.0,True
583,-28.0,False
584,-113.0,False
585,-113.0,False
586,82.0,True
587,82.0,True
588,82.0,True
589,82.0,True
590,82.0,True
591,82.0,True
592,-28.0,False
593,82.0,True
594,82.0,True
595,82.0,True
596,-29.0,False
597,-113.0,False
598,-28.0,False
599,82.0,True
600,82.0,True
601,-28.0,False
602,82.0,True
603,82.0,True
